,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
1948,C3_01810C,1.91337947762,-1.27
1949,C3_01820W,1.40792971871,-0.958
1950,C3_01830C,-0.0756850566749,-0.347
1951,C3_01840C,1.64352694184,
1952,C3_01870C,1.89377571371,
1953,C3_01880W,0.110985679251,-0.273
1954,C3_01890C,1.26232114532,-0.38
1955,C3_01900C,-2.28243499297,-1.165
1956,C3_01910C,1.29442923734,-0.611
1957,C3_01920C,1.5847007173,
1958,C3_01930W,0.141143178014,0.365
1959,C3_01940C,-0.860604484272,1.656
1960,C3_01950C,3.19339155343,0.715
1961,C3_01960C,2.30372817011,-0.155
1962,C3_01970C,0.914282384734,-0.052
1963,C3_01980C,1.6500697877,1.037
1964,C3_02000W,-3.23490018965,0.453
1965,C3_02010C,2.33096773689,1.224
1966,C3_02030W,0.805418909028,0.986
1967,C3_02040C,0.56127788598,-0.098
1968,C3_02050C,-1.07364478297,
1969,C3_02060W,-0.128017330617,2.059
1970,C3_02070C,-0.703695173215,-0.247
1971,C3_02080W,0.113159416388,0.866
1972,C3_02090C,0.427270551474,1.426
1973,C3_02100W,0.996503472983,-0.477
1974,C3_02120W,-1.53077650012,-0.211
1975,C3_02140C,2.40303369012,-0.964
1976,C3_02160C,1.54750005406,0.76
1977,C3_02170C,1.55872351197,2.471
1978,C3_02190C,0.962537553341,0.241
1979,C3_02200W,0.619776985312,1.352
1980,C3_02210C,-2.46509598234,-0.161
1981,C3_02220W,1.06656972506,-0.428
1982,C3_02240C,1.56187368339,0.641
1983,C3_02250C,0.289041873126,-0.742
1984,C3_02270W,-1.49050439001,0.262
1985,C3_02290W,-0.337857379997,1.793
1986,C3_02300W,3.87881304119,-0.015
1987,C3_02310W,0.69975208117,1.067
1988,C3_02330C,0.474659247177,-1.001
1989,C3_02340W,0.268678532673,0.781
1990,C3_02360C,0.0357242377627,0.778
1991,C3_02390W,-0.143709338025,0.252
1992,C3_02400C,-0.480142701007,0.305
1993,C3_02410C,-1.28900121365,-1.247
1994,C3_02420C,3.4689037182,0.161
1995,C3_02480C,1.79029366746,-1.562
1996,C3_02500W,0.0362566058463,0.57
1997,C3_02510C,0.758364241285,1.24
1998,C3_02520W,-0.904815133006,
1999,C3_02530W,3.9489751029,-0.515
2000,C3_02540C,2.10086146198,-0.263
2001,C3_02550C,-4.73856258827,1.894
2002,C3_02560W,0.179278306901,0.29
2003,C3_02570W,-4.99636034574,0.589
2004,C3_02580C,-3.63350198679,0.405
2005,C3_02590W,-2.47803503804,0.295
2006,C3_02610C,2.56460929936,0.123
2007,C3_02620C,-1.86950406619,1.18
2008,C3_02630C,-5.33838304772,-1.895
2009,C3_02640C,-1.93584656101,-1.836
2010,C3_02650W,-1.61588006849,-1.118
2011,C3_02660W,-0.982477530594,0.283
2012,C3_02680C,-2.36700372566,2.273
2013,C3_02710W,-3.70328711352,1.783
2014,C3_02720W,-1.64909646731,-0.601
2015,C3_02730C,1.27532499437,
2016,C3_02740C,1.05135413191,-0.404
2017,C3_02750W,-3.28274523885,-0.442
2018,C3_02760C,-2.5775707116,-1.189
2019,C3_02770C,-0.465323986295,0.073
2020,C3_02790W,-2.77163440987,1.13
2021,C3_02800W,-2.27203157725,2.725
2022,C3_02810C,-3.75324663403,2.643
2023,C3_02820C,-1.33819969701,1.146
2024,C3_02850C,-0.741748518987,0.338
2025,C3_02860W,-1.38949836344,0.105
2026,C3_02870C,-0.60202375532,-0.984
2027,C3_02880W,-0.911262255799,-1.628
2028,C3_02890C,0.151127266587,
2029,C3_02900W,1.85167040743,
2030,C3_02910W,-2.14100005077,
2031,C3_02920W,-1.07602421906,-1.537
2032,C3_02930W,1.40743657393,0.491
2033,C3_02940C,-1.21500063221,0.409
2034,C3_02950C,-1.42145150968,0.58
2035,C3_02960C,1.21498720853,1.708
2036,C3_02970C,-2.36582553446,-0.343
2037,C3_02980C,-2.89949880648,
2038,C3_02990C,-0.421451509679,
2039,C3_03000W,-2.50152339097,
2040,C3_03010C,0.713968128856,0.075
2041,C3_03020W,-2.31186217146,-1.257
2042,C3_03030C,-1.17293657264,-1.023
2043,C3_03040W,-1.85390194004,-0.319
2044,C3_03050C,-3.19482275027,0.098
2045,C3_03070W,-1.5369287271,0.518
2046,C3_03080W,-0.482933837458,0.231
2047,C3_03100C,-2.27913096963,0.514
2048,C3_03110W,-0.265753932676,-0.147
2049,C3_03120C,-2.79996313293,-1.105
2050,C3_03130C,-0.67956640232,
2051,C3_03140C,-1.34691230772,0.047
2052,C3_03150W,-1.26044360297,-0.453
2053,C3_03160C,-1.67504786641,0.273
2054,C3_03180C,-0.663204995425,1.641
2055,C3_03200C,2.25344785978,0.861
2056,C3_03210W,1.79863123338,1.073
2057,C3_03220C,-1.6433349541,
2058,C3_03230C,-1.29141374773,-0.255
2059,C3_03240C,-2.93035977019,1.086
2060,C3_03250W,0.0233113442114,-0.91
2061,C3_03270W,-0.548082535573,1.358
2062,C3_03290C,-0.557392829658,0.34
2063,C3_03320W,-2.21500063221,1.276
2064,C3_03340C,-0.114306632592,0.252
2065,C3_03350W,0.969423938926,
2066,C3_03360W,-0.247061841443,0.699
2067,C3_03370C,-1.67865683671,0.645
2068,C3_03380W,1.08732290474,0.478
2069,C3_03410C,-4.41663449338,0.311
2070,C3_03420C,-0.995687603807,-0.095
2071,C3_03430C,-1.25682080791,0.695
2072,C3_03440C,-1.75556901357,0.786
2073,C3_03450C,-1.93531498583,1.546
2074,C3_03460C,1.52850780782,2.239
2075,C3_03470W,-0.748716892617,0.625
2076,C3_03480C,-1.66566204122,1.91
2077,C3_03490W,-1.82643534429,-0.816
2078,C3_03500W,-0.778901517404,-0.008
2079,C3_03510C,1.78843027319,0.347
2080,C3_03520C,0.518284615467,1.134
2081,C3_03530W,1.35006231107,0.191
2082,C3_03540W,0.986125922486,0.895
2083,C3_03550C,1.47305536147,0.351
2084,C3_03560W,-1.84613331437,0.085
2085,C3_03570C,-1.04870688122,1.479
2086,C3_03580C,-3.28740912774,-1.794
2087,C3_03590W,-1.97329473582,0.254
2088,C3_03600C,-0.664611280037,3.902
2089,C3_03610W,-1.94907794705,0.995
2090,C3_03620C,0.126036285624,3.806
2091,C3_03630W,-2.47315281667,
2092,C3_03640W,-3.30426797031,0.159
2093,C3_03660W,1.04803377362,0.895
2094,C3_03670W,-0.828532285129,-1.311
2095,C3_03680W,-1.36569498906,0.115
2096,C3_03690W,-1.64286217185,-0.023
2097,C3_03700C,-0.290102087452,-1.81
2098,C3_03710W,-1.6879365152,-3.211
2099,C3_03720W,0.894142853722,0.865
2100,C3_03730C,1.00230649997,0.112
2101,C3_03740W,-1.00087582686,-0.623
2102,C3_03760W,-3.43223134843,-0.257
2103,C3_03770C,0.57554600216,-0.092
2104,C3_03780W,-1.46715844879,2.42
2105,C3_03790W,-0.89781045633,0.616
2106,C3_03800W,0.503429010518,-1.148
2107,C3_03820C,-2.77181209262,0.52
2108,C3_03830W,0.035186894067,0.026
2109,C3_03850C,0.548932009555,0.307
2110,C3_03860W,2.50285613901,0.614
2111,C3_03870C,-0.0502558698745,-1.609
2112,C3_03880C,-0.224781653004,-0.336
2113,C3_03890W,0.106927462676,-0.55
2114,C3_03910W,-2.5065174142,0.999
2115,C3_03920W,-1.08255033619,-0.427
2116,C3_03930W,-2.29207685523,-0.963
2117,C3_03940C,-3.50093887004,-3.017
2118,C3_03970W,0.828283465518,
2119,C3_03980C,-1.76859896202,-1.78
2120,C3_03990C,1.14466955667,-1.752
2121,C3_04000C,-1.96903973974,-0.643
2122,C3_04010C,0.404094553429,
2123,C3_04020C,0.637442179375,-0.141
2124,C3_04030C,1.34480839128,0.122
2125,C3_04040W,-1.01569182399,5.938
2126,C3_04050W,-0.306235884852,
2127,C3_04070C,0.660469314771,-1.392
2128,C3_04080W,-1.18513010263,0.229
2129,C3_04090W,1.04803377362,-0.799
2130,C3_04100W,-2.0821649495,0.778
2131,C3_04110C,-0.447834800269,-0.794
2132,C3_04120C,-0.979316714522,-0.547
2133,C3_04130W,0.0203774307198,-1.295
2134,C3_04140C,-3.80312347383,1.766
2135,C3_04150W,-1.60450303938,-0.654
2136,C3_04160W,-1.75409612417,-0.434
2137,C3_04170W,-0.326955565016,-1.132
2138,C3_04190W,-0.253304520388,1.486
2139,C3_04200W,-0.505393153665,3.179
2140,C3_04210W,1.61281839241,-1.455
2141,C3_04220C,0.46807195396,-0.193
2142,C3_04240C,2.27304372523,1.113
2143,C3_04250W,-3.32962393126,-0.523
2144,C3_04260W,-0.448059978599,1.656
2145,C3_04270C,-1.29789364056,0.632
2146,C3_04290C,-1.25152650824,-0.087
2147,C3_04310C,-0.744285167603,6.799
2148,C3_04320W,1.09018419884,1.373
2149,C3_04330C,0.751832503854,0.43
2150,C3_04340W,-0.0112539636721,1.135
2151,C3_04350C,-0.951966226377,1.224
2152,C3_04360W,-1.60404292296,0.065
2153,C3_04400C,-0.599144123544,-0.045
2154,C3_04410C,-0.646339943819,-0.925
2155,C3_04420W,0.0220385650897,2.176
2156,C3_04430W,0.857313572605,0.901
2157,C3_04440C,-2.11744532279,1.893
2158,C3_04450C,0.627898406704,1.402
2159,C3_04460W,0.413881110716,0.09
2160,C3_04470W,-0.825054113895,-0.265
2161,C3_04480C,-1.92247946188,0.594
2162,C3_04490W,-0.0984866234847,-1.063
2163,C3_04500C,-0.755569013574,-0.985
2164,C3_04510W,-2.49822519777,-1.304
2165,C3_04520C,-0.980535378574,-0.95
2166,C3_04530C,-0.408207397932,-3.262
2167,C3_04540C,-0.501881779999,-1.641
2168,C3_04550C,-2.44413463143,-1.393
2169,C3_04570C,0.279840225367,-0.27
2170,C3_04580C,-0.291452692649,0.779
2171,C3_04590W,1.35946949469,-1.293
2172,C3_04600C,1.57734171899,-0.795
2173,C3_04610W,-1.51614084178,-0.236
2174,C3_04620C,0.471841482529,-0.205
2175,C3_04630W,-0.380059878482,-0.179
2176,C3_04640W,2.19929148082,-1.417
2177,C3_04650W,1.7555555899,-0.462
2178,C3_04660C,-1.6555732236,0.553
2179,C3_04690C,-0.807342663298,-0.12
2180,C3_04700W,-2.39860057055,-0.352
2181,C3_04710W,1.07708545115,-0.624
2182,C3_04720C,0.764821485851,-0.465
2183,C3_04730C,-1.5251032917,-1.723
2184,C3_04740C,1.30890034277,-0.054
2185,C3_04750W,-0.1102044422,-0.257
2186,C3_04760C,-1.97581296833,-1.169
2187,C3_04770C,0.10417685166,-0.051
2188,C3_04780C,-0.890038477234,0.979
2189,C3_04790W,1.86422605894,-0.56
2190,C3_04800C,0.167856461319,0.408
2191,C3_04810C,-0.152112926256,0.214
2192,C3_04840C,0.0163249138953,0.708
2193,C3_04850C,-1.14355010895,
2194,C3_04860W,1.38491220998,-1.215
2195,C3_04870W,2.01694609584,-0.109
2196,C3_04880W,-3.2619050968,0.095
2197,C3_04890W,-0.671176826283,3.031
2198,C3_04910C,-0.828645887636,-1.33
2199,C3_04920C,-0.928507253553,-1.191
2200,C3_04930C,2.33555183772,-0.15
2201,C3_04970C,0.333458534771,-0.277
2202,C3_04980W,-2.30328716463,1.691
2203,C3_04990W,1.65827568279,0.158
2204,C3_05000W,-1.97983093762,0.943
2205,C3_05010C,-1.15445909028,0.286
2206,C3_05020W,1.60735645319,-0.052
2207,C3_05030W,-0.0177682847731,0.69
2208,C3_05040C,0.56593496417,-1.068
2209,C3_05050W,0.916559072022,-0.21
2210,C3_05060W,0.169916878691,1.031
2211,C3_05070W,-0.395572877853,0.047
2212,C3_05080W,-0.0903739776974,-0.103
2213,C3_05090C,0.589079157814,-0.241
2214,C3_05110W,1.72702350053,-0.683
2215,C3_05120C,2.0849849098,-0.006
2216,C3_05130C,-0.911525300349,-0.3
2217,C3_05140C,2.36996186851,-0.26
2218,C3_05170W,1.88358558751,0.645
2219,C3_05180W,0.976694991902,-0.561
2220,C3_05190C,-1.35132210342,0.278
2221,C3_05220W,-0.333105231601,0.64
2222,C3_05230W,1.35059654364,-1.724
2223,C3_05250C,-0.335752791672,0.145
2224,C3_05270C,-2.23938479084,-1.722
2225,C3_05280C,-0.351834847185,0.239
2226,C3_05290C,1.46710302692,0.679
2227,C3_05300C,0.995815437818,0.349
2228,C3_05310W,1.65673351798,1.212
2229,C3_05320W,2.48160722434,-2.873
2230,C3_05330C,-1.18769328622,1.886
2231,C3_05340W,-0.60731805499,0.989
2232,C3_05350C,-1.03905184314,0.044
2233,C3_05360C,1.20106699567,-1.111
2234,C3_05380W,1.16036672164,-1.443
2235,C3_05400C,-0.899386311256,-1.841
2236,C3_05410W,0.482436597768,-1.532
2237,C3_05420W,-0.500909504298,0.053
2238,C3_05430W,0.467915245133,-0.399
2239,C3_05440C,1.65724382059,0.108
2240,C3_05450C,0.927538481436,0.031
2241,C3_05460W,2.97649778118,-0.398
2242,C3_05470W,2.12082190433,0.575
2243,C3_05480C,1.27720472759,
2244,C3_05490C,-0.441771494058,0.562
2245,C3_05500W,1.18563943869,1.386
2246,C3_05510W,2.56048377456,1.507
2247,C3_05520C,2.35768353873,-0.731
2248,C3_05540C,1.57719448268,-0.629
2249,C3_05550C,-1.46811956918,-0.779
2250,C3_05570W,1.12269477853,1.204
2251,C3_05580C,1.99314758628,0.025
2252,C3_05590C,1.30085722017,0.466
2253,C3_05600W,0.153587944381,-2.088
2254,C3_05610W,-0.998682725284,-1.971
2255,C3_05620W,0.595587825098,0.728
2256,C3_05630W,2.50642411106,-0.542
2257,C3_05640W,2.13117500892,4.397
2258,C3_05660C,-0.495108551404,1.907
2259,C3_05670C,4.21523927371,0.001
2260,C3_05680W,-0.292781753122,0.799
2261,C3_05700W,0.841381837686,-0.809
2262,C3_05710W,1.47820579016,1.105
2263,C3_05720C,1.18812354552,0.713
2264,C3_05730C,2.41949013934,-0.064
2265,C3_05740C,0.23135663028,-0.906
2266,C3_05750C,-0.215000632211,-2.431
2267,C3_05780C,2.64126389033,1.822
2268,C3_05790C,-8.72279527241,1.228
2269,C3_05810C,-6.87728752739,-1.772
2270,C3_05820W,-3.19923331635,0.007
2271,C3_05840W,-4.3511373202,1.61
2272,C3_05850W,-0.60202375532,0.563
2273,C3_05860C,-4.50040285107,-1.276
2274,C3_05870C,-2.99461056379,-0.561
2275,C3_05880C,-1.00245599683,-0.373
2276,C3_05890W,-6.72279527241,0.175
2277,C3_05900W,-0.763893878225,0.372
2278,C3_05910W,-2.93746665668,-0.472
2279,C3_05920W,-1.94082566877,0.275
2280,C3_05930W,-2.69447000409,0.141
2281,C3_05940C,-4.58423444188,-0.032
2282,C3_05960W,-5.1042971678,0.061
2283,C3_05970C,-2.5548506351,-1.005
2284,C3_05980C,-0.854825067967,0.094
2285,C3_05990C,-1.16253321232,0.372
2286,C3_06000W,-2.62099299189,-0.612
2287,C3_06010W,-1.33618697873,0.777
2288,C3_06020W,-2.25867788445,-0.191
2289,C3_06040W,0.153150479437,-0.163
2290,C3_06050C,-3.03942906763,0.984
2291,C3_06060W,0.755097882075,-0.796
2292,C3_06070C,0.341838267596,-0.5
2293,C3_06080W,-2.34275617941,-0.24
2294,C3_06090C,0.0355994912638,0.453
2295,C3_06110C,-1.82268320943,0.658
2296,C3_06120C,1.94181738059,-0.403
2297,C3_06130W,0.681806182668,6.853
2298,C3_06140W,-2.81158845805,-1.343
2299,C3_06150W,-0.656706081952,-0.416
2300,C3_06160C,0.147569447174,
2301,C3_06170C,-1.22421916224,
2302,C3_06180C,-0.95668863662,-0.404
2303,C3_06190C,-2.81174030071,0.194
2304,C3_06210C,-1.66281316758,-0.585
2305,C3_06220C,-3.02858750798,0.693
2306,C3_06230W,3.51291982235,-0.21
2307,C3_06250W,-0.496182384755,1.241
2308,C3_06260C,-0.648653809657,-0.497
2309,C3_06270C,-1.02144734206,0.108
2310,C3_06280W,0.839092070579,0.24
2311,C3_06290W,0.52006542904,0.008
2312,C3_06300W,-0.817665134666,-0.707
2313,C3_06310C,-1.9894409318,-0.763
2314,C3_06320W,-3.99172393562,-0.515
2315,C3_06330W,-2.04945769832,
2316,C3_06340W,0.470126030435,-0.286
2317,C3_06350W,-3.0549602197,-1.325
2318,C3_06360C,-1.13392902156,1.035
2319,C3_06370C,0.962395618662,-1.006
2320,C3_06380W,0.357578144054,
2321,C3_06390W,0.861350253919,
2322,C3_06400C,1.12795071325,0.205
2323,C3_06410C,0.395052849473,0.649
2324,C3_06420C,-0.497035999975,-0.325
2325,C3_06430W,-0.650095783831,0.314
2326,C3_06450W,-0.546206540687,1.423
2327,C3_06460C,-1.46292814565,
2328,C3_06470W,-1.44529825163,0.086
2329,C3_06480C,0.120602399573,1.716
2330,C3_06490W,0.974477166653,0.47
2331,C3_06510C,-1.58423444188,-0.399
2332,C3_06530W,-1.30932801476,1.028
2333,C3_06540C,-1.72548491697,0.96
2334,C3_06550C,-2.8193284578,0.76
2335,C3_06560W,-1.84303185482,0.081
2336,C3_06580W,-0.349930212297,3.886
2337,C3_06590W,-1.12858588039,2.282
2338,C3_06600C,-2.65978547488,0.325
2339,C3_06610W,-2.10502779019,0.346
2340,C3_06620W,0.611899120516,-1.603
2341,C3_06640W,-0.890038477234,1.199
2342,C3_06660C,-0.459871371347,3.499
2343,C3_06670C,0.601475679815,3.483
2344,C3_06680C,-0.279130969631,2.965
2345,C3_06690C,1.90047658521,2.39
2346,C3_06710W,0.562606946452,0.05
2347,C3_06730W,-2.01484150061,1.179
2348,C3_06780C,0.476877072426,-1.411
2349,C3_06790W,-0.0954190164585,-2.455
2350,C3_06800C,-3.48310602759,0.198
2351,C3_06830C,0.521964961955,-0.04
2352,C3_06840C,-2.80464721186,
2353,C3_06850W,-2.55380254566,-1.893
2354,C3_06860C,-0.276401176875,0.448
2355,C3_06920W,-1.66188699753,1.87
2356,C3_06940W,2.28889025786,-1.729
2357,C3_06950W,-0.0938641947095,0.584
2358,C3_06960C,0.304027598325,
2359,C3_06980W,-1.07787081525,0.011
2360,C3_06990W,-1.56292393563,0.032
2361,C3_07000W,-1.9650223792,0.078
2362,C3_07020W,2.45431113825,-1.232
2363,C3_07030C,-2.67220758573,-0.766
2364,C3_07040C,2.49514117388,0.894
2365,C3_07050W,-2.0491683854,-0.282
2366,C3_07060W,1.08756213781,-0.076
2367,C3_07070C,-0.328211242659,-0.431
2368,C3_07080W,0.0383836035889,0.038
2369,C3_07090W,-0.603565920129,-0.698
2370,C3_07100C,1.53223329741,-0.032
2371,C3_07120W,-1.41238362916,1.863
2372,C3_07130W,2.10473990344,-0.167
2373,C3_07140C,0.656169387444,0.11
2374,C3_07160W,0.792008426308,0.135
2375,C3_07180C,-2.26944841623,-1.41
2376,C3_07200C,-0.511982369968,-1.472
2377,C3_07210W,-1.59527271333,0.058
2378,C3_07220C,1.27532499437,0.067
2379,C3_07240W,0.953553637498,0.136
2380,C3_07260C,-0.317686296186,0.315
2381,C3_07270C,2.10344689394,-1.357
2382,C3_07280C,1.96720269901,-1.276
2383,C3_07290W,1.62324829779,-0.563
2384,C3_07300W,0.227871075264,-0.522
2385,C3_07310C,-1.82165820403,-1.281
2386,C3_07330W,-2.42037446966,1.103
2387,C3_07340W,-0.118406233972,1.425
2388,C3_07350W,-1.93902717067,0.379
2389,C3_07360W,-2.36060595446,1.05
2390,C3_07370W,-1.99927194116,-0.321
2391,C3_07380W,-0.0819391024196,0.919
2392,C3_07400W,-1.64439342447,0.812
2393,C3_07420W,-2.27478186054,-0.464
2394,C3_07430W,0.582639135013,-1.679
2395,C3_07450C,0.0267860399186,-0.115
2396,C3_07470W,-1.08873685956,1.465
2397,C3_07480W,0.106927462676,-0.61
2398,C3_07490W,-0.48490094055,-0.464
2399,C3_07500W,1.61983502627,-0.71
2400,C3_07510C,-0.821464202143,-0.152
2401,C3_07520W,-0.446326178318,
2402,C3_07530W,0.29725867478,
2403,C3_07540C,-0.572552636829,0.346
2404,C3_07560W,1.2282337589,-0.025
2405,C3_07570C,-0.0482221860857,-0.367
2406,C3_07580W,-1.74551534891,-0.177
2407,C3_07590W,-2.87302659512,0.33
2408,C3_07600W,-2.26735603727,-0.877
2409,C3_07610W,1.17163315206,0.604
2410,C3_07620C,0.662827497795,-0.561
2411,C3_07630C,-1.29682485516,-0.915
2412,C3_07640C,-0.293003144212,1.949
2413,C3_07650C,-2.56235132398,0.695
2414,C3_07660W,2.09271360346,-1.359
2415,C3_07670W,0.0920889537006,0.363
2416,C3_07680W,1.33754039082,-0.852
2417,C3_07690C,-0.377730132249,0.455
2418,C3_07700W,-1.82441617666,1.067
2419,C3_07720C,0.784999367789,0.833
2420,C3_07730W,0.101026861237,-0.506
2421,C3_07740W,0.632996274344,-1.131
2422,C3_07760C,-0.729573805041,0.023
2423,C3_07790W,-0.0161165082924,-0.595
2424,C3_07820W,-1.26137059535,-0.478
2425,C3_07830W,0.209025650295,0.451
2426,C3_07840C,0.645980407932,
2427,C3_07850W,-2.02235555427,-0.284
2428,C3_07860C,1.02016615076,0.027
2429,C3_07870W,-0.00854975474374,
2430,C3_07880C,1.04464318442,2.281
2431,C3_07890W,-1.21500063221,1.025
2432,C3_07900C,2.340697274,0.487
2433,C3_07910W,2.93536210285,-0.311
2434,C3_07920W,1.15191491745,-0.18
2435,C3_07930C,0.124485834061,-0.988
2436,C3_07940W,1.02062761628,-0.115
2437,C3_07970C,-0.797879818432,-0.471
2438,C3_07980C,-1.61729500096,-0.851
2439,C4_00010W,-0.299889529798,-0.796
2440,C4_00030C,0.704657259471,-0.932
2441,C4_00040W,-1.84939649274,-1.877
2442,C4_00050W,0.789338303513,0.634
2443,C4_00060W,-0.18023521405,0.541
2444,C4_00070C,1.23516509047,0.074
2445,C4_00080C,1.24734258185,-1.642
2446,C4_00090W,0.859346709249,-0.547
2447,C4_00100C,-0.257126107884,-0.62
2448,C4_00110C,-2.47569109758,2.363
2449,C4_00120W,2.37496254957,4.751
2450,C4_00140C,-1.84505102246,0.807
2451,C4_00150C,0.808846109743,-1.129
2452,C4_00160C,-0.205246064685,-0.2
2453,C4_00170W,2.05381612622,-0.287
2454,C4_00180W,0.0684533148616,0.31
2455,C4_00190W,0.899122577563,0.105
2456,C4_00200C,-0.688172307475,5.286
2457,C4_00210W,0.583990816912,1.1
2458,C4_00230W,0.212710697103,-0.054
2459,C4_00260W,0.35736183173,-0.93
2460,C4_00280W,-0.774267518428,1.52
2461,C4_00290C,-0.113462605749,1.032
2462,C4_00310C,0.141143178014,0.088
2463,C4_00320C,-1.23955773646,0.274
2464,C4_00330C,-1.93865577279,0.992
2465,C4_00340W,0.225571959175,0.149
2466,C4_00350W,2.42393587661,-0.579
2467,C4_00360C,2.34358645309,1.071
2468,C4_00370W,1.05725230365,2.009
2469,C4_00380W,0.178777747696,0.612
2470,C4_00390W,-2.02692828406,0.957
2471,C4_00400W,0.58506179728,-0.702
2472,C4_00410W,-1.97024670155,1.292
2473,C4_00420C,-1.04576377533,-0.593
2474,C4_00430W,2.07983380179,0.679
2475,C4_00440C,2.44112289743,0.862
2476,C4_00450C,-0.526944638526,8.134
2477,C4_00460C,-0.0774971084612,-0.47
2478,C4_00470C,1.62487321072,0.038
2479,C4_00480W,1.7298578136,-0.472
2480,C4_00490W,2.02650878022,-0.45
2481,C4_00500W,-1.42226178493,1.314
2482,C4_00530C,0.570059250156,-4.065
2483,C4_00540C,1.47997087329,-1.368
2484,C4_00550C,0.857755710224,-0.404
2485,C4_00570C,-1.00992160369,0.373
2486,C4_00580W,-0.484716403137,0.056
2487,C4_00590C,-0.767019034317,0.919
2488,C4_00600C,-0.928353669155,0.717
2489,C4_00620C,-0.223717849312,0.734
2490,C4_00630C,1.20003686707,-0.13
2491,C4_00640W,-2.74787462178,2.204
2492,C4_00650W,0.0204479419507,2.19
2493,C4_00670W,1.08161637415,-1.146
2494,C4_00680W,-0.483559084517,-0.058
2495,C4_00690C,-1.38492563365,-0.114
2496,C4_00700C,-1.38266612647,0.678
2497,C4_00710W,0.817250304073,0.995
2498,C4_00720W,-1.28116755618,-1.166
2499,C4_00730C,1.21337150557,1.748
2500,C4_00740W,0.752970513596,-0.18
2501,C4_00750C,-1.69526575427,0.831
2502,C4_00760W,0.759712926178,0.433
2503,C4_00770C,-1.90995575918,0.262
2504,C4_00780C,0.489377035455,-0.21
2505,C4_00790C,1.73459441435,0.792
2506,C4_00810C,0.921797589623,-0.577
2507,C4_00830W,1.22131778715,-0.074
2508,C4_00840W,1.51882525442,0.841
2509,C4_00850C,-1.2987519819,2.661
2510,C4_00860C,-0.456889229173,3.696
2511,C4_00870W,0.956918419363,
2512,C4_00900C,1.2677814737,
2513,C4_00910C,1.30284767265,-0.646
2514,C4_00920C,0.275138322308,-0.743
2515,C4_00930W,0.889336027604,
2516,C4_00940W,2.51945810634,-0.094
2517,C4_00950C,3.00487619121,-1.279
2518,C4_00960W,-0.195412826842,-2.089
2519,C4_00980C,1.51970898801,-0.773
2520,C4_00990W,1.9088643707,7.817
2521,C4_01000C,-0.204071072053,2.69
2522,C4_01010C,1.73845678185,4.725
2523,C4_01020C,2.322733591,-0.42
2524,C4_01030W,2.19136456505,6.563
2525,C4_01070W,1.17356465571,0.922
2526,C4_01090C,-1.49310248613,-0.108
2527,C4_01100C,-0.992608210875,-2.625
2528,C4_01110W,3.20735755352,
2529,C4_01120C,1.16228194507,-0.759
2530,C4_01140C,1.75183250385,-0.701
2531,C4_01160W,1.0580178622,-1.616
2532,C4_01170C,2.11950918522,-1.249
2533,C4_01180W,-0.293371695764,2.314
2534,C4_01200C,1.21628219726,1.115
2535,C4_01210C,2.32333570864,
2536,C4_01220C,1.56195197979,-3.302
2537,C4_01230C,1.6409890651,-1.394
2538,C4_01250W,2.06161629759,-1.492
2539,C4_01260W,-3.02235555427,-0.471
2540,C4_01290W,-4.28775697465,0.306
2541,C4_01300W,-2.55603755005,2.554
2542,C4_01310W,-0.313490495611,0.605
2543,C4_01320C,-5.08636479419,0.796
2544,C4_01330W,-3.32352508899,8.775
2545,C4_01340W,0.252125378216,10.173
2546,C4_01350W,-4.00854975474,-0.404
2547,C4_01360W,-2.8915936084,1.192
2548,C4_01370W,-1.2767768298,0.493
2549,C4_01380W,-3.12594944439,-0.558
2550,C4_01390W,-0.27575466329,2.875
2551,C4_01400W,1.31826863433,0.325
2552,C4_01420W,-2.36097993803,-1.188
2553,C4_01430C,0.891914571705,-0.127
2554,C4_01460C,0.825076807164,0.165
2555,C4_01470W,-2.30168469069,0.09
2556,C4_01480C,-3.02235555427,0.694
2557,C4_01500W,-0.586969409598,-1.271
2558,C4_01510W,-2.09737494821,0.967
2559,C4_01530C,-0.239248178458,2.478
2560,C4_01550C,0.760032452272,1.645
2561,C4_01560C,-3.20887452941,-0.744
2562,C4_01570C,-4.5369287271,-0.391
2563,C4_01580C,-2.30614852027,-2.925
2564,C4_01590C,0.759464275682,-3.79
2565,C4_01600C,-1.29472782468,-1.252
2566,C4_01610C,-2.45194720359,0.47
2567,C4_01620C,-0.187519895789,-0.269
2568,C4_01630C,-2.24248136863,-0.408
2569,C4_01640C,-2.18990965125,-1.193
2570,C4_01660W,-3.9332296638,-0.061
2571,C4_01690C,-2.60202375532,2.067
2572,C4_01730C,-4.42054954338,0.717
2573,C4_01760W,0.399587037619,-1.481
2574,C4_01780C,-2.64099258838,-1.22
2575,C4_01790W,-0.459623000931,-0.211
2576,C4_01800W,-0.597146249933,3.83
2577,C4_01820C,-3.17583003493,0.202
2578,C4_01830C,-1.88819031594,0.537
2579,C4_01840C,0.36996186851,2.272
2580,C4_01850C,-2.27389432126,0.434
2581,C4_01860C,0.0480337736226,0.214
2582,C4_01890C,-0.162259170139,-0.338
2583,C4_01900C,-3.14941229058,2.257
2584,C4_01930C,-3.1320391832,-0.264
2585,C4_01940W,-2.2853899601,-5.723
