,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
4485,CR_06300C,0.342812120341,0.525
4486,CR_06310W,-0.0205777413009,4.223
4487,CR_06320C,-1.28404227664,-0.374
4488,CR_06330C,-0.014430313324,-0.283
4489,CR_06350C,-0.862755003531,2.427
4490,CR_06380C,1.77607628877,1.448
4491,CR_06430W,0.623779775065,1.356
4492,CR_06440C,1.12142703237,-0.87
4493,CR_06460W,0.954788169558,0.167
4494,CR_06470W,0.195464137278,0.487
4495,CR_06500C,-0.158328183074,1.418
4496,CR_06510W,-0.229941865783,-0.182
4497,CR_06520C,0.349011473353,-0.221
4498,CR_06530W,0.000804353566034,-0.37
4499,CR_06550C,-0.427959474559,5.24
4500,CR_06560C,0.532085950817,0.529
4501,CR_06570C,-0.900459215955,-1.758
4502,CR_06580W,-0.190368655115,1.234
4503,CR_06590C,-1.11427000016,-0.164
4504,CR_06600C,-0.813112556765,-0.684
4505,CR_06610W,-1.37812322187,1.256
4506,CR_06620W,0.234150283725,0.086
4507,CR_06630W,-0.258135394937,-0.708
4508,CR_06650C,0.304042237321,-0.826
4509,CR_06660W,-1.69885332388,1.834
4510,CR_06670W,1.20499709355,1.732
4511,CR_06680C,0.00647345997849,-0.609
4512,CR_06690C,-0.924007376564,-0.078
4513,CR_06710C,-0.937175820064,-0.375
4514,CR_06730W,-0.272151703874,0.085
4515,CR_06760C,-0.357180643171,2.412
4516,CR_06770C,-1.10227752643,2.071
4517,CR_06780W,0.265045507917,-0.505
4518,CR_06790C,0.216962782591,-0.72
4519,CR_06800C,-0.0784336193938,3.954
4520,CR_06810W,0.524778480345,4.911
4521,CR_06820W,-0.035581504857,-0.905
4522,CR_06830C,-1.06140954186,0.082
4523,CR_06860C,-0.110968800976,2.289
4524,CR_06870C,0.079815617059,0.271
4525,CR_06880C,-0.666833690762,
4526,CR_06900C,1.39980637944,0.361
4527,CR_06910W,0.652549071765,-1.076
4528,CR_06920W,1.18879452718,1.123
4529,CR_06930W,0.5528437465,0.589
4530,CR_06950C,-0.923183325748,0.599
4531,CR_06970C,0.103978406675,-0.852
4532,CR_06990W,-1.33710223994,-0.363
4533,CR_07020W,-0.283774051991,0.169
4534,CR_07040W,-0.169848595819,-0.74
4535,CR_07050C,0.114897414593,-1.265
4536,CR_07060C,0.496689635483,4.131
4537,CR_07070C,-0.765582088369,-0.381
4538,CR_07090W,-0.212705174224,-0.57
4539,CR_07100W,-0.557596939541,0.93
4540,CR_07110C,0.335022243377,-1.018
4541,CR_07120C,-1.27756196998,-0.504
4542,CR_07130C,0.211996492191,-1.474
4543,CR_07140C,-1.06992123752,-0.672
4544,CR_07150W,-0.163653752211,0.48
4545,CR_07160C,0.821387048015,0.677
4546,CR_07170W,0.446622213663,-1.494
4547,CR_07180W,-2.85947720258,-0.24
4548,CR_07190W,-0.428320971435,-0.408
4549,CR_07200W,0.0457439462247,-0.064
4550,CR_07220C,-0.127600146764,2.432
4551,CR_07230W,-0.185907720691,-0.565
4552,CR_07240C,-0.114391783137,-0.55
4553,CR_07250C,-0.176921426433,-0.69
4554,CR_07260C,-0.567628096083,-2.978
4555,CR_07270C,0.909032574242,-2.016
4556,CR_07280W,1.97320310295,-1.41
4557,CR_07290W,1.12047399451,-1.328
4558,CR_07300W,-0.413279630935,-2.092
4559,CR_07310W,-0.250973520942,0.674
4560,CR_07340C,-0.538321962398,-0.657
4561,CR_07370W,0.483800590534,0.694
4562,CR_07410C,-1.18900542368,
4563,CR_07440W,-0.578655852708,0.209
4564,CR_07450C,-0.0559250869625,0.133
4565,CR_07460C,0.0106477702877,1.079
4566,CR_07470W,-0.353828336908,0.195
4567,CR_07480W,1.95132866205,0.686
4568,CR_07490C,-0.520547585515,0.385
4569,CR_07500W,-0.806438850946,-0.621
4570,CR_07530C,-0.636315277176,0.113
4571,CR_07540C,0.579091980643,0.831
4572,CR_07550C,-0.626592476542,6.592
4573,CR_07560W,0.595106331858,-0.452
4574,CR_07570W,-0.178052869939,-0.37
4575,CR_07590W,0.0928497573609,0.998
4576,CR_07600W,-0.288843360923,-0.388
4577,CR_07610C,0.516690019914,-0.402
4578,CR_07620W,0.553373666674,-0.057
4579,CR_07640C,0.0092515316205,-0.789
4580,CR_07670W,-0.906468130693,-0.031
4581,CR_07680C,-1.68541758816,4.111
4582,CR_07690W,-0.699689224728,0.822
4583,CR_07700W,-0.789214931881,2.061
4584,CR_07730W,-0.124288809047,-1.764
4585,CR_07740W,-0.0189983459997,1.371
4586,CR_07770C,-0.367517597448,2.023
4587,CR_07780W,-0.820970133782,1.218
4588,CR_07790C,0.141604137831,0.855
4589,CR_07800W,-0.609109110516,-0.516
4590,CR_07810W,0.119384701788,-1.767
4591,CR_07820W,0.595565433838,-3.656
4592,CR_07830C,-1.15219299191,-1.173
4593,CR_07840C,-0.953344817061,-1.058
4594,CR_07850W,-0.582248018345,-0.024
4595,CR_07870W,-1.34986813286,1.114
4596,CR_07880C,0.429007279125,
4597,CR_07890W,-0.474280461974,0.465
4598,CR_07900C,-0.13723553109,-0.299
4599,CR_07910C,0.418973729768,-1.512
4600,CR_07920W,-0.0747346211021,-0.936
4601,CR_07930C,0.383608582569,-0.13
4602,CR_07940W,0.775524700984,-0.709
4603,CR_07960C,0.344181593843,-1.256
4604,CR_07970C,0.697732531571,1.261
4605,CR_07990C,-0.903569401818,2.784
4606,CR_08000C,-1.09147991492,0.464
4607,CR_08040W,-0.230898259091,-1.025
4608,CR_08050C,-1.96130690295,0.891
4609,CR_08060C,-0.351266322302,0.176
4610,CR_08070W,0.879970929774,0.369
4611,CR_08080W,-0.159540688861,-0.299
4612,CR_08110W,0.0895706235031,-0.428
4613,CR_08120C,0.813950741485,-0.701
4614,CR_08130W,-0.748534894125,-0.743
4615,CR_08140W,0.0296782983671,-0.502
4616,CR_08160W,-0.589849041374,-0.613
4617,CR_08170C,-1.21500063221,-0.277
4618,CR_08180C,-1.07912413448,-0.837
4619,CR_08190W,-1.06462402715,1.187
4620,CR_08200C,-0.285950042181,-0.678
4621,CR_08220C,-0.967428535326,
4622,CR_08230C,-0.277847197885,
4623,CR_08240W,-0.169795000494,
4624,CR_08250C,0.0999485426612,0.172
4625,CR_08260C,-0.33744067705,2.075
4626,CR_08270W,-0.751116423754,-0.078
4627,CR_08280W,-0.042076887139,-0.296
4628,CR_08290W,-0.147304117458,0.373
4629,CR_08300C,-1.22048269723,-0.994
4630,CR_08310C,1.01080847525,1.284
4631,CR_08320W,0.187731216365,-0.472
4632,CR_08330W,-0.342112550115,0.304
4633,CR_08340W,-0.59210356107,-0.414
4634,CR_08350W,-1.26093691638,0.358
4635,CR_08360C,-0.765155774134,-0.679
4636,CR_08380C,-0.275066401167,-0.139
4637,CR_08390W,0.161393767602,
4638,CR_08410W,0.522546576573,-0.997
4639,CR_08420W,1.05616820136,-0.784
4640,CR_08430W,0.236416473851,1.843
4641,CR_08440W,-0.109014863769,0.178
4642,CR_08450C,-3.28256391602,0.598
4643,CR_08510W,-1.03773078016,7.601
4644,CR_08520C,-1.62701255532,-0.164
4645,CR_08530C,-1.05710531963,
4646,CR_08540C,-0.385581553211,-0.952
4647,CR_08550W,-1.4311067907,0.54
4648,CR_08560C,-0.0464949078542,-0.627
4649,CR_08570W,0.437377190448,-0.267
4650,CR_08580C,1.5436339641,0.347
4651,CR_08600C,-0.68676850652,0.758
4652,CR_08610W,1.3052492675,0.789
4653,CR_08620C,-1.74229036704,0.582
4654,CR_08650C,0.00101571761756,-1.283
4655,CR_08670C,-0.692322409744,0.798
4656,CR_08680C,-0.212035173735,-0.1
4657,CR_08690C,-0.395572877853,0.776
4658,CR_08700C,-0.773231650106,-0.741
4659,CR_08710W,0.339199614739,-0.019
4660,CR_08720W,-0.407899445175,-0.796
4661,CR_08730W,0.345755696388,
4662,CR_08740W,-0.653796374048,0.843
4663,CR_08750C,-0.213818902419,
4664,CR_08760C,0.905214835296,-0.854
4665,CR_08770W,0.0613731542396,-0.601
4666,CR_08780W,0.144675373904,-1.319
4667,CR_08790W,-0.0222985408901,-0.811
4668,CR_08800W,-0.504899872906,-0.71
4669,CR_08810W,-0.629408326162,-0.32
4670,CR_08820C,-0.443806281337,
4671,CR_08840C,-0.375654587887,0.413
4672,CR_08850W,-0.444528022023,-0.963
4673,CR_08860W,-0.356690886865,-0.946
4674,CR_08870W,-0.800699389667,-0.802
4675,CR_08880C,-0.688537856849,-3.019
4676,CR_08890C,-0.610861574791,-4.042
4677,CR_08900C,-0.32664598804,-1.125
4678,CR_08920W,0.418696387297,-0.511
4679,CR_08930C,0.915507494007,-0.684
4680,CR_08970W,-1.10488710649,
4681,CR_08980C,-0.308898112994,-0.072
4682,CR_08990C,-0.432187894416,-1.741
4683,CR_09010C,-0.887954777289,-0.068
4684,CR_09020C,-0.98197161069,1.271
4685,CR_09030C,0.162888890729,-0.876
4686,CR_09040W,-0.347894902709,0.918
4687,CR_09050C,0.533984544194,2.029
4688,CR_09060W,0.18352042977,-0.003
4689,CR_09070C,0.0681349796791,-0.317
4690,CR_09090C,-0.785527114202,-0.464
4691,CR_09100C,1.27970943579,1.894
4692,CR_09140C,0.374066266843,-2.202
4693,CR_09150W,-0.169010527819,-2.142
4694,CR_09170C,-0.138541010696,-1.668
4695,CR_09180W,0.238377028809,-2.415
4696,CR_09190C,-0.460706221543,-0.093
4697,CR_09200C,0.331780479246,-0.375
4698,CR_09210W,0.0992467255946,-0.525
4699,CR_09220C,-0.105196623206,1.051
4700,CR_09230C,0.244024879445,0.459
4701,CR_09270C,-0.343878150946,-0.913
4702,CR_09290W,0.433174249844,0.911
4703,CR_09310W,0.0212240623048,0.884
4704,CR_09330C,-0.61160368788,2.034
4705,CR_09340W,-0.442860402738,1.186
4706,CR_09350C,-0.924986036575,0.648
4707,CR_09360W,-0.535817924064,-0.524
4708,CR_09370W,-0.115798954504,-2.053
4709,CR_09390C,-0.212629727748,1.696
4710,CR_09410W,-0.667230066418,0.386
4711,CR_09420C,-0.613978280594,0.626
4712,CR_09430C,-0.51456091407,2.163
4713,CR_09440C,-0.10416829852,-0.518
4714,CR_09450C,0.857971436292,
4715,CR_09460C,-0.327361687354,-0.444
4716,CR_09470W,0.205558094782,1.016
4717,CR_09490W,0.245815752209,0.176
4718,CR_09500C,-0.962498317523,-0.621
4719,CR_09510C,-0.267176097224,-0.118
4720,CR_09530C,0.628296239272,-0.147
4721,CR_09550C,-0.523351373802,-0.652
4722,CR_09560C,0.187910423907,1.383
4723,CR_09570W,1.33711626495,1.0
4724,CR_09580C,0.0882173126801,2.02
4725,CR_09610C,-2.18082648252,-0.44
4726,CR_09620C,0.89227847511,-0.752
4727,CR_09630W,-0.160475671895,
4728,CR_09640C,-0.141359869959,-0.353
4729,CR_09650W,-0.0596587382922,0.273
4730,CR_09660W,-0.213570096605,-0.219
4731,CR_09670C,-0.576681859962,0.994
4732,CR_09680C,-0.646469101835,6.906
4733,CR_09690C,-0.62620287436,1.925
4734,CR_09700W,-0.603867455304,-0.259
4735,CR_09710W,-0.116576006109,-1.089
4736,CR_09750C,0.158372156134,0.758
4737,CR_09770C,-0.238648099484,1.318
4738,CR_09780C,0.337410013063,0.675
4739,CR_09790W,-2.06736000038,-0.356
4740,CR_09810W,-1.51789520882,0.994
4741,CR_09820C,-0.311144676874,0.763
4742,CR_09830W,-0.361180183214,2.692
4743,CR_09840C,-0.964574128449,0.176
4744,CR_09850C,-0.178421833641,-0.578
4745,CR_09860W,-0.545172430409,-0.636
4746,CR_09880W,0.303003446019,0.047
4747,CR_09910W,-1.17417212046,-1.092
4748,CR_09920W,-0.0856184530167,1.728
4749,CR_09930W,-0.441157711858,2.055
4750,CR_09940W,-0.54657741345,1.213
4751,CR_09960C,0.61540491854,-0.976
4752,CR_09980W,-0.467969462144,-1.182
4753,CR_09990W,-1.04881140196,-0.49
4754,CR_10000C,-0.45871961791,-0.383
4755,CR_10020C,-0.642884453024,1.495
4756,CR_10030W,-0.638095855127,0.441
4757,CR_10040W,-0.428779923243,-0.297
4758,CR_10070C,0.20337819827,-0.758
4759,CR_10110W,-0.877965644934,5.436
4760,CR_10120C,-0.165388947628,0.472
4761,CR_10130W,-0.497271713308,0.331
4762,CR_10140W,0.0528053764879,-0.047
4763,CR_10160W,-0.206512026326,-0.802
4764,CR_10170C,-0.251768703233,0.047
4765,CR_10180W,-0.396800181237,0.766
4766,CR_10200W,-0.303727945322,-1.585
4767,CR_10210W,0.360474877737,0.859
4768,CR_10230W,-0.672689358576,0.287
4769,CR_10250C,-0.279036965048,-0.088
4770,CR_10260W,0.110047217505,-0.453
4771,CR_10270C,-0.393465003327,0.507
4772,CR_10280W,0.305470712356,-0.024
4773,CR_10310W,0.00581660746632,1.033
4774,CR_10320W,-0.436064979742,1.103
4775,CR_10330W,-0.719564060118,0.499
4776,CR_10340W,-0.709430073369,0.305
4777,CR_10350C,0.345330677788,0.99
4778,CR_10360C,-0.396307692276,-0.818
4779,CR_10380C,-0.707634210448,-0.29
4780,CR_10400W,0.15339719941,-0.151
4781,CR_10420W,-0.117624328315,-0.993
4782,CR_10440W,-0.36650511207,-0.267
4783,CR_10460W,-0.261063277516,-0.765
4784,CR_10480W,-0.478588052059,-0.506
4785,CR_10500C,-0.593604502342,0.249
4786,CR_10510W,-0.0673570781449,0.302
4787,CR_10570C,0.106465092172,0.099
4788,CR_10580W,-0.359034309552,0.357
4789,CR_10590W,0.109922758096,0.739
4790,CR_10610C,0.318840671498,-0.578
4791,CR_10640W,0.145093630176,1.794
4792,CR_10660W,-0.581023318658,-0.359
4793,CR_10670W,-0.57461500582,0.325
4794,CR_10690W,0.29916040091,-0.973
4795,CR_10720W,0.131044178082,-0.387
4796,CR_10730C,-0.379273353466,-0.078
4797,CR_10750C,-0.0583173362437,-0.436
4798,CR_10760C,-0.458179466438,0.268
4799,CR_10770W,-0.7131183369,-1.03
4800,CR_10780C,-0.077145464416,-0.731
4801,CR_10790W,-0.156964164293,-1.794
4802,CR_10800C,-0.051932621545,0.006
4803,CR_10810C,-0.041411176066,0.294
4804,CR_10840C,0.279480067556,-1.526
4805,CR_10860C,-0.366976226442,1.443
